label,text
7,CAS ASS SSE SED EDR DRG RGD GDT DTG TGE GEL ELF LFF
7,CAS ASS SSL SLG LGR GRI RIN INE NEQ EQF QFF
7,CAI AIR IRE RED EDS DSV SVF VFF FFF
7,CAS ASR SRP RPT PTT TTG TGL GLK LKL KLF LFF
7,CAS ASS SSL SLG LGG GGG GGG GGL GLF LFF
7,CAS ASS SSQ SQR QRQ RQG QGS GSG SGA GAN ANV NVL VLT LTF
7,CAS ASV SVG VGP GPG PGY GYT YTG TGE GEL ELF LFF
7,CAS ASR SRE REG EGS GSY SYP YPK PKN KNI NIQ IQY QYF
7,CAV AVR VRL RLG LGG GGA GAR ARL RLM LMF
7,CAS ASR SRG RGG GGG GGS GSP SPL PLH LHF
7,CAS ASS SSL SLT LTG TGT GTA TAS AST STY TYG YGY GYT YTF
7,CAS ASS SSW SWE WET ETE TET ETE TEA EAF AFF
7,CAS ASS SSY SYS YSG SGG GGN GNR NRK RKN KNT NTQ TQN QNF
7,CAV AVL VLM LMD MDN DND NDM DMR MRF
7,CAS ASC SCS CST STS TSF SFN FNE NEQ EQF QFF
7,CAS ASS SSP SPI PIT ITG TGT GTS TSL SLA LAN ANE NEQ EQF QFF
7,CAI AIS ISQ SQQ QQS QSS SSY SYK YKQ KQY QYF
7,CAI AIR IRG RGE GEG EGN GNT NTE TEA EAF AFF
7,CAS ASP SPG PGG GGG GGT GTY TYY YYG YGY GYP YPF
7,CAI AIS ISD SDW DWS WST STY TYE YEQ EQY QYF
7,CAS ASS SSL SLS LSW SWG WGY GYE YEQ EQY QYF
7,CAS ASS SSP SPS PSR SRQ RQS QSL SLN LNT NTE TEA EAF AFF
7,CAT ATS TSG SGT GTG TGY GYY YYE YEQ EQY QYF
7,CAS ASS SSI SIG IGD GDT DTS TSY SYE YEQ EQY QYF
7,CAS ASS SSI SIG IGG GGG GGQ GQN QNT NTE TEA EAF AFF
7,CAS ASL SLG LGG GGG GGY GYP YPF
7,CAS ASS SST STS TSS SSG SGN GNT NTI TIY IYF
7,CAS ASS SSD SDG DGQ GQP QPQ PQH QHF
7,CAS ASS SST STQ TQG QGS GSQ SQP QPQ PQH QHF
7,CAS ASP SPP PPL PLG LGG GGG GGY GYN YNE NEQ EQF QFF
7,CAS ASS SSI SIV IVR VRG RGL GLY LYN YNE NEQ EQF QFF
7,CAS ASS SSI SIY IYG YGG GGN GNE NEQ EQF QFF
7,CAS ASG SGM GMI MIA IAG AGG GGL GLN LNE NER ERF RFF
7,CAS ASS SSF SFR FRS RSP SPN PNE NER ERN RNF
7,CAS ASR SRT RTR TRP RPA PAY AYE YER ERD RDF
7,CAS ASS SSI SIV IVA VAS ASG SGG GGR GRY RYF
7,CAS ASG SGR GRA RAG AGG GGP GPG PGN GNE NEQ EQS QSF
7,CAS AST STR TRG RGV GVG VGT GTE TEA EAF AFF
7,CAS ASG SGL GLR LRG RGP GPY PYE YER ERN RNF
7,CAS ASS SSQ SQS QST STG TGQ GQP QPQ PQH QHF
7,CAS ASA SAI AIL ILG LGI GIR IRI RIA IAG AGF
7,CAS ASS SSI SIM IMA MAY AYN YNG NGQ GQF QFF
7,CAR ARG RGG GGG GGG GGS GSY SYE YER ERY RYF
7,CAS ASG SGG GGR GRS RSS SSY SYE YER ERY RYF
7,CAS ASS SSI SIK IKA KAN ANT NTE TEA EAF AFF
7,CAS ASS SSF SFF FFL FLA LAA AAG AGY GYP YPF
7,CAS ASS SSI SIG IGY GYE YEQ EQF QFF
7,CAS ASS SSI SIS ISS SSS SSS SSY SYN YNE NEQ EQF QFF
7,CAS ASS SSI SIR IRR RRA RAY AYE YER ERY RYF
7,CAS ASR SRG RGR GRS RSS SSY SYE YEQ EQY QYF
7,CAG AGS GSP SPF PFG FGG GGA GAY AYE YEQ EQY QYF
7,CAS ASG SGP GPN PNF NFN FNT NTG TGE GEL ELF LFF
7,CAS ASS SSL SLW LWG WGG GGT GTE TEA EAF AFF
7,CAS ASG SGG GGG GGG GGP GPE PET ETQ TQY QYF
7,CAS ASS SSR SRG RGT GTR TRG RGR GRS RSE SET ETQ TQY QYF
7,CAS ASS SSD SDP DPR PRG RGE GEE EET ETQ TQY QYF
7,CAS ASS SST STR TRA RAA AAD ADT DTQ TQY QYF
7,CAS ASS SSG SGG GGS GSK SKK KKT KTQ TQF
7,CAS ASR SRG RGR GRS RSS SSY SYE YEH EHY HYF
7,CAS ASS SSF SFT FTK TKD KDY DYS YST STM TMF
7,CAG AGG GGR GRK RKR KRN RNT NTQ TQY QYF
7,CAS ASS SSR SRT RTA TAT ATH THG HGY GYT YTF
7,CAS ASS SSD SDR DRS RSS SSY SYE YEQ EQY QYF
7,CAS ASS SST STR TRP RPS PSY SYE YEQ EQY QYF
7,CAS ASS SSG SGR GRP RPT PTE TET ETQ TQY QYF
7,CAG AGS GSV SVL VLR LRG RGG GGR GRN RNE NER ERF RFF
7,CAS ASS SSL SLI LIF IFP FPG PGE GEL ELF LFF
7,CAS ASS SSL SLM LMG MGQ GQG QGI GIN INQ NQP QPQ PQH QHF
7,CAS ASS SSQ SQE QEW EWG WGI GIN INE NEK EKL KLF LFF
7,CAT ATP TPT PTN TNL NLG LGG GGG GGG GGG GGN GNY NYF
7,CAS ASS SSG SGG GGS GSK SKN KNY NYA YAV AVF
7,CAS ASS SSI SIR IRG RGA GAN ANQ NQP QPQ PQH QHF
7,CAG AGS GSV SVT VTG TGA GAL ALG LGT GTE TEA EAF AFF
7,CAS ASR SRK RKR KRG RGT GTA TAP APQ PQF QFF
7,CAS ASR SRT RTR TRS RSA SAY AYE YEQ EQY QYF
7,CAS ASS SSI SIH IHG HGA GAN ANQ NQP QPQ PQH QHF
7,CAS ASS SSP SPG PGT GTP TPT PTY TYG YGY GYT YTF
7,CAS AST STS TSR SRG RGV GVS VSK SKV KVF VFF
7,CAG AGA GAN ANT NTN TNA NAG AGK GKS KST STF
7,CAV AVG VGP GPS PSN SNT NTG TGK GKL KLI LIF
7,CAV AVR VRD RDL DLN LNT NTG TGF GFQ FQK QKL KLV LVF
7,CAA AAE AED EDD DDT DTG TGG GGF GFK FKT KTI TIF
7,CAV AVR VRD RDG DGT GTG TGA GAN ANN NNL NLF LFF
7,CAG AGG GGI GIG IGS GSY SYG YGY GYP YPF
7,CAS ASG SGI GIG IGG GGN GNG NGY GYP YPF
7,CAS ASG SGI GIR IRS RSS SSY SYE YER ERY RYF
7,CAS ASG SGS GSI SIE IEE EET ETQ TQY QYF
7,CAS ASR SRA RAR ARS RSP SPN PNE NEQ EQN QNF
7,CAS ASR SRA RAT ATG TGG GGL GLG LGP GPE PEA EAF AFF
7,CAS ASR SRI RIG IGI GIN ING NGY GYP YPF
7,CAS ASR SRI RIR IRG RGS GSY SYE YEQ EQY QYF
7,CAS ASR SRK RKR KRS RSS SSE SEA EAQ AQY QYF
7,CAS ASS SSI SIG IGG GGN GNG NGY GYP YPF
7,CAS ASS SSI SIR IRP RPS PSY SYE YER ERY RYF
7,CAS ASS SSI SIR IRS RSS SSY SYE YER ERY RYF
7,CAS ASS SST STG TGL GLY LYG YGY GYP YPF
7,CAS ASS SST STS TSL SLG LGG GGG GGA GAR ARQ RQY QYF
7,CAS ASS SSS SSR SRS RSP SPY PYE YEQ EQY QYF
7,CAS ASC SCL CLG LGQ GQG QGS GSY SYN YNE NEQ EQF QFF
7,CAS ASG SGI GIG IGG GGY GYG YGY GYP YPF
7,CAS ASS SSF SFG FGQ GQG QGA GAE AET ETQ TQY QYF
7,CAS ASS SSG SGR GRS RSP SPY PYE YEQ EQD QDF
7,CAS ASS SSI SIG IGY GYF YFG FGY GYT YTF
7,CAS ASS SSI SIL ILS LSN SNQ NQP QPQ PQH QHF
7,CAS ASS SSK SKR KRS RSN SNP NPP PPQ PQH QHF
7,CAS ASS SSL SLP LPR PRD RDL DLA LAS ASG SGR GRT RTK TKT KTR TRS RSY SYN YNE NEQ EQF QFF
7,CAS ASS SSI SIR IRG RGS GSY SYE YEQ EQY QYF
7,CAS ASS SSI SIR IRP RPS PSY SYE YEQ EQY QYF
7,CAS ASR SRI RIG IGI GIY IYG YGY GYP YPF
7,CAS ASS SST STG TGS GSY SYG YGY GYT YTF
7,CAS ASS SSS SSR SRS RSA SAI AIE IEQ EQF QFF
7,CAS ASS SSI SIR IRS RSL SLD LDE DEQ EQF QFF
7,CAS ASS SST STS TSL SLG LGG GGG GGG GGR GRQ RQS QSF
7,CAS ASS SSI SIY IYG YGA GAG AGY GYT YTE TEA EAF AFF
7,CAS AST STG TGQ GQN QNP NPE PEA EAF AFF
7,CAS ASR SRT RTR TRQ RQE QEA EAF AFF
7,CAS ASS SSV SVY VYS YSG SGG GGY GYN YNE NEQ EQF QFF
7,CAS ASS SSP SPR PRS RST STD TDT DTQ TQY QYF
7,CAS ASS SSQ SQF QFR FRG RGG GGR GRD RDG DGY GYT YTF
7,CAS ASS SSA SAR ARD RDF DFA FAY AYE YEQ EQY QYF
7,CAS ASW SWD WDR DRG RGN GNE NEQ EQF QFF
7,CAS ASS SST STN TNT NTE TEA EAF AFF
7,CAS ASS SSS SSV SVP VPN PNN NNE NEA EAF AFF
7,CAS ASS SST STH THT HTL TLA LAE AEQ EQF QFF
7,CAS ASS SSM SMR MRS RSQ SQE QET ETQ TQY QYF
7,CAS ASS SSI SIR IRS RST STG TGE GEL ELF LFF
7,CAS ASS SSI SIR IRS RSD SDT DTQ TQY QYF
7,CAS ASS SSL SLL LLA LAA AAD ADE DEQ EQY QYF
7,CAS ASS SSI SIR IRS RSG SGY GYE YEQ EQY QYF
7,CAS ASS SSI SIR IRA RAS ASG SGV GVE VEQ EQF QFF
7,CAS ASS SST STR TRS RSG SGE GET ETQ TQY QYF
7,CAS ASS SSF SFR FRS RSS SSY SYE YEQ EQY QYF
7,CAS ASS SSI SIR IRS RST STY TYE YEQ EQY QYF
7,CAS ASS SSQ SQF QFN FNE NEK EKL KLF LFF
7,CAS ASS SSQ SQV QVL VLG LGL GLS LSV SVT VTG TGE GEL ELF LFF
7,CAS ASS SSM SMV MVG VGG GGS GSY SYN YNE NEQ EQF QFF
7,CAS ASS SSI SIY IYS YSN SNQ NQP QPQ PQH QHF
7,CAS ASS SSQ SQG QGA GAY AYG YGY GYT YTF
7,CAS ASS SSI SIR IRS RSA SAD ADT DTQ TQY QYF
7,CAS ASS SSG SGR GRS RSS SSQ SQP QPQ PQH QHF
7,CAS ASS SST STR TRS RST STD TDT DTQ TQY QYF
7,CAS ASS SSS SSG SGS GSY SYG YGY GYT YTF
7,CAS ASS SSG SGR GRA RAA AAG AGE GEL ELF LFF
7,CAS ASS SSK SKR KRG RGA GAE AET ETQ TQY QYF
7,CAS ASS SSQ SQR QRS RSQ SQE QET ETQ TQY QYF
7,CAS ASS SSP SPF PFG FGA GAN ANV NVL VLT LTF
7,CAS ASS SSI SIG IGS GSY SYG YGY GYT YTF
7,CAS ASS SSP SPL PLS LSG SGR GRV RVT VTD TDT DTQ TQY QYF
7,CAS ASS SSI SIG IGA GAH AHG HGY GYT YTF
7,CAS ASS SSI SIR IRS RSS SSQ SQP QPQ PQH QHF
7,CAS ASS SSL SLY LYS YSN SNQ NQP QPQ PQH QHF
7,CAS ASS SSI SIR IRS RSS SSN SNE NEQ EQF QFF
7,CAS ASS SSK SKF KFS FSI SIN INE NEQ EQF QFF
7,CAS ASS SSI SIR IRS RSS SSG SGE GEL ELF LFF
7,CAS ASS SSF SFG FGS GST STD TDT DTQ TQY QYF
7,CAS ASS SSI SIR IRA RAA AAY AYE YEQ EQY QYF
7,CAS ASS SSI SIR IRA RAS ASY SYE YEQ EQY QYF
7,CAS ASS SSM SMR MRS RSS SSY SYE YEQ EQY QYF
7,CAS ASS SSI SIG IGV GVY VYG YGY GYT YTF
7,CAS ASS SST STG TGL GLY LYG YGY GYT YTF
7,CAS ASS SSI SIR IRS RSG SGY GYE YEQ EQF QFF
7,CAS ASS SSI SIR IRA RAG AGE GET ETQ TQY QYF
7,CAS ASS SSI SIR IRS RSA SAY AYE YEQ EQY QYF
7,CAS ASY SYT YTS TSD SDY DYG YGY GYT YTF
7,CAS ASS SSP SPS PSL SLA LAG AGY GYG YGN GNE NEQ EQF QFF
7,CAM AMY MYL YLC LCA CAS ASS SSL SLF LFG FGS GSP SPL PLH LHF
7,CAS ASS SSA SAQ AQA QAN ANQ NQP QPQ PQH QHF
7,CAS ASS SSS SSR SRS RSS SSG SGE GEQ EQY QYF
7,CAS ASS SSQ SQT QTG TGL GLN LNT NTE TEA EAF AFF
7,CAS ASS SSS SSV SVG VGS GSP SPY PYE YEQ EQY QYF
7,CAS ASR SRI RIN INP NPG PGG GGA GAD ADE DEA EAF AFF
7,CAS ASS SSG SGR GRA RAT ATG TGE GEL ELF LFF
7,CAS ASS SST STR TRS RST STG TGE GEL ELF LFF
7,CAS ASS SST STR TRA RAT ATE TET ETQ TQY QYF
7,CAS ASS SSY SYL YLA LAG AGE GEI EIT ITD TDT DTQ TQY QYF
7,CAS ASS SSS SSP SPK PKG KGA GAK AKY KYE YEQ EQY QYF
7,CAV AVL VLV LVD VDP DPY PYN YNE NEQ EQF QFF
7,CAS ASS SSV SVD VDP DPA PAG AGG GGS GSS SSY SYE YEQ EQY QYF
7,CAI AIS ISE SES EST STA TAH AHS HSY SYN YNE NEQ EQF QFF
7,CAT ATD TDA DAR ARV RVG VGN GNT NTG TGE GEL ELF LFF
7,CAS ASS SSP SPE PEA EAG AGV GVS VSN SNT NTE TEA EAF AFF
7,CAS ASS SSI SIV IVI VIV IVA VAG AGA GAN ANV NVL VLT LTF
7,CAS ASG SGQ GQG QGA GAG AGE GEQ EQY QYF
7,CAS ASS SSI SIR IRS RSS SSY SYE YEQ EQY QYF
7,CAS ASS SSG SGS GSD SDT DTQ TQY QYF
7,CAS ASR SRL RLH LHP HPG PGH GHM HMS MSY SYT YTF
7,CAS ASS SSL SLK LKT KTH THY HYS YSN SNQ NQP QPQ PQH QHF
7,CAS ASS SSI SIS ISG SGG GGP GPG PGE GET ETQ TQY QYF
7,CAS ASI SIR IRG RGL GLA LAG AGV GVR VRT RTD TDT DTQ TQY QYF
7,CAS ASS SSA SAL ALV LVL VLY LYA YAT ATD TDT DTQ TQY QYF
7,CAS ASS SSL SLG LGA GAG AGF GFL FLQ LQE QET ETQ TQY QYF
7,CAS ASS SSL SLP LPK PKT KTI TIN INS NSE SEQ EQY QYF
7,CAS ASS SSL SLQ LQI QIS ISI SIA IAG AGV GVS VSY SYN YNE NEQ EQF QFF
7,CAS ASS SSP SPF PFQ FQG QGS GSY SYE YEQ EQY QYF
7,CAS ASS SSY SYS YSR SRP RPG PGL GLS LSN SNQ NQP QPQ PQH QHF
7,CAS ASS SSY SYF YFG FGL GLA LAF AFQ FQE QET ETQ TQY QYF
7,CAS ASS SSG SGL GLA LAG AGA GAR ARN RNE NEQ EQY QYF
7,CAS AST STP TPH PHR HRG RGP GPS PSY SYE YEQ EQY QYF
7,CAS AST STP TPS PSS SSG SGS GSA SAG AGN GNT NTI TIY IYF
7,CAS ASS SSS SSP SPP PPD PDR DRG RGP GPN PNT NTG TGE GEL ELF LFF
7,CAS ASS SST STR TRS RSA SAY AYE YEQ EQY QYF
7,CAS ASS SSM SMR MRS RST STD TDT DTQ TQY QYF
7,CAS ASS SSA SAR ARS RST STG TGE GEL ELF LFF
8,CAM AMR MRE RED EDR DRD RDN DNY NYG YGK GKN KNF NFV FVF
8,CAS ASS SSE SEG EGN GNV NVA VAP APG PGE GEL ELF
8,CAS ASS SSQ SQS QSP SPG PGG GGF GFQ FQY QYF
8,CAS ASS SSS SSG SGE GEL ELS LSA SAG AGE GEL ELF
8,CAS ASS SSS SSG SGS GSG SGG GGY GYY YYN YNE NEQ EQF
8,CAS ASD SDS DSG SGV GVG VGN GNT NTI TIY IYF
8,CAS ASG SGQ GQS QSP SPG PGG GGT GTQ TQY QYF
8,CAS ASG SGS GSG SGV GVG VGN GNT NTI TIY IYF
8,CAS ASR SRS RSG SGV GVG VGN GNT NTI TIY IYF
8,CAS ASS SSR SRS RSP SPG PGG GGT GTQ TQY QYF
8,CAS ASV SVS VSG SGV GVG VGN GNT NTI TIY IYF
8,CAS ASG SGG GGG GGG GGF GFQ FQE QET ETQ TQY QYF
8,CAS ASS SSE SEG EGQ GQV QVS VSP SPG PGE GEL ELF
8,CAS ASS SSF SFG FGQ GQQ QQE QET ETQ TQY QYF
8,CAS ASS SSK SKG KGS GSV SVA VAP APG PGE GEL ELF
8,CAS ASS SSL SLD LDA DAG AGD GDE DEQ EQF
8,CAS ASS SSL SLD LDV DVG VGT GTE TEA EAF
8,CAS ASS SSL SLR LRI RID IDG DGT GTD TDT DTQ TQY QYF
8,CAS ASS SSL SLR LRN RNS NSY SYE YEQ EQF
8,CAS ASS SSL SLT LTG TGT GTF TFR FRG RGY GYT YTF
8,CAS ASS SSP SPG PGL GLT LTY TYP YPG PGE GEL ELF
8,CAS ASS SSP SPP PPS PSG SGS GSG SGF GFN FNE NEQ EQF
8,CAS ASS SSQ SQA QAG AGL GLA LAA AAY AYN YNE NEQ EQF
8,CAS ASS SSQ SQS QSP SPG PGG GGI GIA IAF
8,CAS ASS SSQ SQS QSP SPG PGG GGY GYQ YQF
8,CAS ASS SSS SSG SGL GLL LLS LSN SNT NTG TGE GEL ELF
8,CAS ASS SSV SVA VAE AEL ELA LAG AGG GGT GTD TDT DTQ TQY QYF
8,CAS ASS SSV SVE VEG EGL GLR LRV RVT VTG TGE GEL ELF
8,CAS ASS SSV SVG VGE GEL ELA LAG AGG GGI GID IDT DTQ TQY QYF
8,CAS ASS SSV SVV VVG VGS GSD SDE DEQ EQF
8,CAS ASN SNP NPG PGT GTS TSN SNE NEQ EQF
8,CAS ASS SSE SEG EGR GRV RVS VSP SPG PGE GEL ELF
8,CAF AFQ FQE QEA EAS ASY SYG YGY GYT YTF
8,CAM AMR MRE REV EVN VNT NTE TEA EAF
8,CAR ARD RDG DGT GTG TGN GNG NGY GYT YTF
8,CAR ARD RDR DRI RIG IGN GNG NGY GYT YTF
8,CAR ARD RDR DRT RTG TGN GNG NGY GYT YTF
8,CAR ARD RDS DST STG TGN GNG NGY GYT YTF
8,CAR ARD RDS DSV SVG VGN GNG NGY GYT YTF
8,CAR ARD RDT DTI TIG IGN GNG NGY GYT YTF
8,CAR ARE REG EGD GDV DVG VGN GNT NTI TIY IYF
8,CAR ARG RGS GSV SVG VGN GNT NTI TIY IYF
8,CAR ARV RVG VGV GVG VGN GNT NTI TIY IYF
8,CAS ASG SGG GGQ GQV QVA VAP APS PSE SEQ EQF
8,CAS ASP SPP PPA PAV AVS VSY SYE YEQ EQY QYF
8,CAS ASS SSL SLS LST STT TTG TGS GSG SGD GDR DRG RGA GAT ATE TEA EAF
8,CAS ASS SSL SLS LSV SVG VGA GAA AAG AGT GTN TNE NEK EKL KLF
8,CAS ASS SSL SLS LSV SVG VGA GAG AGG GGT GTN TNE NEK EKL KLF
8,CAS ASS SSL SLS LSV SVG VGS GSG SGG GGT GTN TNE NEK EKL KLF
8,CAS ASS SSL SLS LSV SVQ VQE QEG EGN GNY NYG YGY GYT YTF
8,CAS ASS SST STA TAG AGG GGT GTL TLP LPG PGE GEQ EQY QYF
8,CAS ASS SST STS TSG SGQ GQI QIS ISP SPS PSA SAI AIY IYF
8,CAV AVG VGT GTG TGG GGT GTN TNE NEK EKL KLF
8,CAV AVG VGY GYG YGG GGT GTN TNE NEK EKL KLF
8,CAG AGG GGT GTG TGE GET ETS TSP SPG PGE GEL ELF
8,CAS ASS SSA SAG AGR GRV RVS VSP SPG PGE GEL ELF
8,CAS ASS SSE SEG EGR GRL RLS LSG SGE GEL ELF
8,CAS ASS SSE SEL ELG LGR GRF RFI FII IIQ IQP QPQ PQH QHF
8,CAS ASS SSK SKW KWT WTG TGG GGN GNQ NQW QWF
8,CAS ASS SSL SLG LGL GLE LEN ENE NEQ EQF
8,CAS ASS SSP SPG PGT GTL TLS LSA SAL ALG LGE GEL ELF
8,CAS ASS SST STG TGR GRV RVA VAP APG PGE GEL ELF
8,CAS ASS SSV SVA VAG AGG GGD GDE DEQ EQF
8,CAS AST STA TAG AGQ GQT QTT TTN TNF NFN FNE NEQ EQF
8,CAS AST STR TRE REG EGN GNL NLT LTG TGE GEL ELF
8,CAS ASS SSP SPS PSD SDP DPG PGA GAN ANV NVL VLT LTF
8,CAS ASS SSQ SQD QDG DGA GAG AGG GGL GLG LGE GEQ EQF
8,CAS ASS SSQ SQD QDG DGL GLA LAG AGG GGA GAF AFN FNE NEQ EQF
8,CAS ASS SSS SSG SGT GTS TSG SGY GYY YYN YNE NEQ EQF
8,CAS ASG SGG GGL GLS LSS SSY SYN YNE NEQ EQF QFF
8,CAS ASG SGG GGS GSS SSY SYQ YQE QET ETQ TQY QYF
8,CAS ASS SSA SAG AGQ GQV QVS VSP SPG PGE GEL ELF LFF
8,CAS ASS SSF SFG FGT GTF TFE FET ETQ TQY QYF
8,CAS ASS SSF SFS FSS SSG SGT GTT TTD TDT DTQ TQY QYF
8,CAS ASS SSI SIG IGT GTF TFE FET ETQ TQY QYF
8,CAS ASS SSI SIS ISG SGD GDY DYG YGY GYT YTF
8,CAS ASS SSL SLS LSG SGG GGI GIN INE NEQ EQF QFF
8,CAS ASS SSL SLT LTT TTE TEQ EQQ QQF QFF
8,CAS ASS SSL SLW LWG WGG GGI GIN INE NEQ EQF QFF
8,CAS ASS SSL SLW LWT WTG TGS GSH SHE HEQ EQY QYF
8,CAS ASS SSP SPD PDR DRE REG EGG GGD GDR DRG RGY GYN YNE NEQ EQF QFF
8,CAS ASS SSP SPG PGS GST STA TAP APG PGE GEL ELF LFF
8,CAS ASS SSP SPV PVS VSG SGS GSS SSY SYE YEQ EQY QYF
8,CAS ASS SSQ SQA QAG AGL GLA LAA AAY AYN YNE NEQ EQF QFF
8,CAS ASS SSQ SQA QAP APG PGG GGE GEQ EQY QYF
8,CAS ASS SSQ SQC QCP CPG PGG GGE GEQ EQY QYF
8,CAS ASS SSQ SQR QRP RPG PGG GGQ GQQ QQF QFF
8,CAS ASS SSQ SQS QSP SPG PGG GGQ GQQ QQF QFF
8,CAS ASS SSS SSG SGA GAG AGL GLD LDE DEQ EQF QFF
8,CAS ASS SST STY TYS YSG SGQ GQS QSY SYG YGY GYT YTF
8,CAS ASS SST STY TYY YYG YGQ GQS QSY SYG YGY GYT YTF
8,CAS ASS SSV SVA VAQ AQL QLA LAG AGG GGT GTD TDT DTQ TQY QYF
8,CAS ASS SSV SVG VGG GGE GEA EAY AYE YEQ EQY QYF
8,CAS ASS SSV SVW VWT WTG TGH GHD HDE DEQ EQF QFF
8,CAS ASS SSY SYA YAY AYD YDG DGS GSY SYE YEQ EQY QYF
8,CAS AST STP TPG PGT GTV TVL VLP LPD PDT DTQ TQY QYF
8,CAS ASS SSV SVG VGP GPQ PQE QET ETQ TQY QYF
8,CAI AIS ISE SES ESS SSA SAQ AQE QET ETQ TQY QYF
8,CAT ATG TGT GTS TSR SRV RVY VYE YEQ EQY QYF
8,CAS ASS SSP SPL PLE LEY EYS YSY SYE YEQ EQY QYF
8,CAS ASS SSD SDI DIY IYE YEQ EQY QYF
8,CAS ASS SSF SFT FTE TED EDE DEQ EQF QFF
8,CAS ASS SSG SGA GAG AGG GGG GGS GSP SPD PDT DTQ TQY QYF
8,CAS ASS SSL SLV LVR VRN RNY NYE YEQ EQY QYF
8,CAS ASG SGG GGH GHN HNE NEQ EQF QFF
8,CAS ASG SGT GTG TGT GTG TGE GEL ELF LFF
8,CAS ASR SRG RGS GSG SGE GEL ELF LFF
8,CAS ASR SRP RPG PGQ GQG QGV GVY VYE YEQ EQY QYF
8,CAS ASS SSF SFG FGG GGN GNE NEQ EQY QYF
8,CAS ASS SSF SFG FGP GPN PNT NTE TEA EAF AFF
8,CAS ASS SSF SFG FGV GVA VAG AGG GGA GAS ASR SRH RHE HEQ EQY QYF
8,CAS ASS SSF SFH FHR HRV RVM VMN MNT NTE TEA EAF AFF
8,CAS ASS SSF SFS FSW SWT WTE TEA EAF AFF
8,CAS ASS SSG SGT GTS TSS SSP SPY PYE YEQ EQY QYF
8,CAS ASS SSL SLH LHN HNE NEQ EQF QFF
8,CAS ASS SSP SPD PDR DRG RGN GNQ NQP QPQ PQH QHF
8,CAS ASS SSP SPG PGQ GQG QGA GAG AGQ GQP QPQ PQH QHF
8,CAS ASS SSQ SQG QGA GAG AGE GEL ELF LFF
8,CAS ASS SSQ SQG QGV GVL VLT LTE TEA EAF AFF
8,CAS ASS SSR SRR RRP RPG PGL GLG LGE GET ETQ TQY QYF
8,CAS ASS SSS SSP SPA PAR ARA RAY AYG YGY GYT YTF
8,CAS ASS SSS SST STG TGL GLN LNT NTE TEA EAF AFF
8,CAS AST STI TIG IGG GGG GGE GET ETQ TQY QYF
8,CAS AST STP TPH PHR HRE REP EPG PGE GEL ELF LFF
8,CAS ASS SSF SFG FGT GTD TDR DRS RSG SGN GNT NTI TIY IYF
8,CAS ASS SSL SLA LAL ALD LDS DSA SAG AGE GEQ EQY QYF
8,CAS ASS SSL SLT LTR TRR RRG RGN GNQ NQP QPQ PQH QHF
8,CAS ASS SSP SPT PTG TGG GGP GPP PPS PSY SYE YEQ EQY QYF
8,CAS ASS SSP SPT PTG TGT GTR TRS RSY SYG YGY GYT YTF
8,CAS ASS SSQ SQL QLA LAV AVS VSY SYN YNE NEQ EQF QFF
8,CAS ASS SSW SWD WDS DSS SSY SYN YNE NEQ EQF QFF
8,CAN ANS NSQ SQS QSP SPG PGG GGT GTQ TQY QYF
8,CAR ARS RSH SHS HSP SPG PGG GGT GTQ TQY QYF
8,CAR ARS RSQ SQY QYP YPA PAG AGT GTQ TQY QYF
8,CAS ASC SCQ CQS QSP SPG PGG GGT GTQ TQY QYF
8,CAS ASN SNQ NQS QSP SPG PGG GGT GTQ TQY QYF
8,CAS ASR SRL RLD LDT DTA TAA AAY AYE YEQ EQY QYF
8,CAS ASR SRQ RQS QSP SPG PGG GGT GTQ TQY QYF
8,CAS ASS SSA SAA AAG AGA GAV AVE VET ETQ TQY QYF
8,CAS ASS SSH SHA HAS ASN SNE NEQ EQF QFF
8,CAS ASS SSH SHS HSP SPG PGG GGT GTQ TQY QYF
8,CAS ASS SSL SLL LLT LTL TLG LGG GGA GAD ADT DTQ TQY QYF
8,CAS ASS SSP SPA PAP APG PGS GST STT TTY TYE YEQ EQY QYF
8,CAS ASS SSP SPG PGT GTV TVS VSS SSN SNQ NQP QPQ PQH QHF
8,CAS ASS SSP SPR PRQ RQG QGT GTE TET ETQ TQY QYF
8,CAS ASS SSQ SQD QDL DLT LTG TGP GPT PTD TDT DTQ TQY QYF
8,CAS ASS SSQ SQF QFP FPG PGG GGT GTQ TQY QYF
8,CAS ASS SSQ SQG QGT GTA TAY AYG YGY GYT YTF
8,CAS ASS SSQ SQI QIG IGG GGS GSD SDY DYG YGY GYT YTF
8,CAS ASS SSQ SQP QPP PPG PGG GGT GTQ TQY QYF
8,CAS ASS SSQ SQS QSG SGN GNT NTE TEA EAF AFF
8,CAS ASS SSQ SQS QSL SLG LGG GGT GTQ TQY QYF
8,CAS ASS SSQ SQS QSP SPD PDG DGT GTQ TQY QYF
8,CAS ASS SSQ SQS QSP SPG PGD GDT DTQ TQY QYF
8,CAS ASS SSQ SQS QSP SPG PGG GGA GAQ AQY QYF
8,CAS ASS SSQ SQS QSP SPG PGG GGF GFQ FQF QFF
8,CAS ASS SSQ SQS QSP SPG PGG GGK GKQ KQY QYF
8,CAS ASS SSQ SQS QSP SPG PGG GGL GLT LTF TFF
8,CAS ASS SSQ SQS QSP SPG PGG GGM GMQ MQY QYF
8,CAS ASS SSQ SQS QSP SPG PGG GGP GPQ PQY QYF
